Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Inactive Item
-SCREW34	12MM STAPLES (SUIT STAPLE GUN)	B		I	13000												PHILEIN	812	GST	EA	1	5,000	0					0		N
-SCREW35	10mm Hex nut Zinc	B		I	13000												PHILEIN		GST	EA	1	5,000	0					0		N
-SEW01	25MMX45CM LEAD SEWING & CLIP	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW02	25MMX90CM LEAD SEWING & CLIP	B		I	13000												MACKENZIE LEATHER GOODS	2750	GST	EA	1	100	50					0		N
-SEW03	25MMX120CM LEAD SEWING & CLIP	B		I	13000												MACKENZIE LEATHER GOODS	2751	GST	EA	1	100	50					0		N
-SEW04	25MMX180CM LEAD SEWING & CLIP	B		I	13000												MACKENZIE LEATHER GOODS	2752	GST	EA	1	100	50				X	0		N
-SEW05	25MM SMART LEAD SEWING/PARTS	B		I	13000												MACKENZIE LEATHER GOODS	2753	GST	EA	1	100	50					0		N
-SEW06	SEWING BRSD CTN 180CM LEAD	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW07	SEWING BRSD CTN LEAD120CM	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW08	SEWING 25MM COLLARS	B		I	13000												MACKENZIE LEATHER GOODS	2758	GST	EA	1	100	50					0		N
-SEW09	SEWING 25MM CHOKER	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW10	25MM DOUBLER LEAD SEWING	B		I	13000												MACKENZIE LEATHER GOODS	2764	GST	EA	1	100	50				X	0		N
-SEW12	10MMX180CM LEAD SEWING & CLIP	B		I	13000												MACKENZIE LEATHER GOODS	2772	GST	EA	1	100	50					0		N
-SEW13	10MMX120CM LEAD SEWING & CLIP	B		I	13000												MACKENZIE LEATHER GOODS	2771	GST	EA	1	100	50					0		N
-SEW14	SEWING 10MM COLLARS	B		I	13000												MACKENZIE LEATHER GOODS	2773	GST	EA	1	100	50					0		N
-SEW15	SEWING CTN WEB SLIP LEAD 180CM	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW16	SEWING CTN WEB SLIP LEAD 120CM	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW17	10MM CAT COLLARS	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW18	20MM X 120CM WEBBED LEAD	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW19	20MM WEBBED COLLARS	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW20	15 x 120CM WEBBED LEAD	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW21	15 X 180CM WEBBED LEAD	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW22	SEWING 15MM COLLARS	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW23	15MM SMART LEAD SEWING	B		I	13000												MACKENZIE LEATHER GOODS		GST	EA	1	100	50					0		N
-SEW30CM	Polar fleece coat sewing 30cm	B	S	I	13000	41000	51115										HADDON PARK RUGS		GST	ea	1	24	12	$100.00	ea	GST		0	1	N
-SEW35CM	Polar fleece coat sewing 35cm	B	S	I	13000	41000	51115										HADDON PARK RUGS		GST	ea	1	24	12	$100.00	ea	GST		0	1	N
-SEW45CM	Polar fleece coat sewing 40cm	B	S	I	13000	41000	51115										HADDON PARK RUGS		GST	ea	1	24	12	$100.00	ea	GST		0	1	N
-SEW55CM	Polar fleece coat sewing 55cm	B	S	I	13000	41000	51115										HADDON PARK RUGS		GST	ea	1	24	12	$100.00	ea	GST		0	1	N
-SEWKERRY	Kerry Ruffles sewing 0.20/unit	B	S	I	13000	41000	51115										KERRY RUFFELS		GST	unit	1	24	12	$0.20	unit	GST		0	1	N
-SEWLINDA	Linda Purton sewing 0.20/unit	B	S	I	13000	41000	51115										PURTON, LINDA		GST	unit	1	0	0	$0.20	unit	GST		0	1	N
-SLING01	DOG BED SLING SMALL	B		I	51000												HARTMAN PACIFIC	D1	GST	EA	1	50	10					0		N
-SLING02	DOG BED SLING MEDIUM	B		I	51000												HARTMAN PACIFIC	D2	GST	EA	1	50	10					0		N
-SLING03	DOG BED SLING LARGE	B		I	51000												HARTMAN PACIFIC	D3	GST	EA	1	50	10					0		N
-SLINGMAT	PLAIN FOREST GREEN 1.4X46MT	B		I	13000												DONAGHYS SARLON PTY LTD	SASP010	GST	ROLL	1	5	1					0		N
-VELCRO20HOOK	20MM HOOK VELCRO BLACK	B		I	13000												YKK AUSTRALIA	1FN-N020 BLACK	GST	MT	1	1	1					0		N
-VELCRO20LOOP	20MM LOOP VELCRO BLACK	B		I	13000												YKK AUSTRALIA	2FM-N20 BLACK	GST	MT	1	1	1					0		N
-VELCRO38HOOK	38mm Hook Velcro black	B		I	13000												YKK AUSTRALIA	1FN NO38 ROLL25	GST	EA	1	0	50					0		N
-VELCRO38LOOP	38mm loop velcro black	B		I	13000												YKK AUSTRALIA	2FM NO38 ROLL25	GST	EA	1	0	50					0		N
-WEB01	115WEBBING 25MM P13Purple	B		I	13000												ARNOLD WEBBING	0111525P13	GST	MT	1	100	50					0		N
-WEB02	115WEBBING 25MM G34Gold	B		I	13000												ARNOLD WEBBING	0111525G34	GST	MT	1	100	50					0		N
-WEB03	115WEBBING 25MM G03 Dk Green	B		I	13000												ARNOLD WEBBING	0111525G03	GST	MT	1	100	50					0		N
-WEB04	115WEBBING 25MM R01Red	B		I	13000												ARNOLD WEBBING	0111525R01	GST	MT	1	100	50					0		N
-WEB05	115WEBBING 25MM B02 Dk Blue	B		I	13000												ARNOLD WEBBING	0111525B02	GST	MT	1	100	50					0		N
-WEB06	115WEBBING 25MM B16Burgundy	B		I	13000												ARNOLD WEBBING	0111525B16	GST	MT	1	100	50					0		N
-WEB07	115WEBBING 25MM B17Black	B		I	13000												ARNOLD WEBBING	0111525B17	GST	MT	1	100	50					0		N
-WEB08	115WEBBING 25MM A02Aqua	B		I	13000												ARNOLD WEBBING	0111525A02	GST	MT	1	100	50					0		N
-WEB09	209 webbing 25mm red	B		I	13000												ARNOLD WEBBING	R20	GST	MT	1	100	50					0		N
-WEB10	209 webbing 25mm royal	B		I	13000												ARNOLD WEBBING	R31	GST	MT	1	100	50					0		N
-WEB27	115WEBBING 10MM P13 PURPLE	B		I	13000												ARNOLD WEBBING	0111510P13	GST	MT	1	0	0				X	0		N
-WEB30	115WEBBING 10MM R01 Red	B		I	13000												ARNOLD WEBBING	0111510R01	GST	MT	1	0	0					0		N
-WEB31	115WEBBING 10MM B02 Dk Blue	B		I	13000												ARNOLD WEBBING	0111510B02	GST	MT	1	0	0					0		N
-WEB33	115WEBBING 10MM B17 Black	B		I	13000												ARNOLD WEBBING	0111510B17	GST	MT	1	0	50					0		N
-WEB34	115WEBBING 10MM A02 Aqua	B		I	13000												ARNOLD WEBBING	0111510A02	GST	MT	1	0	50					0		N
-WEB35	115 WEBBING 20MM P13 Purple	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB36	115 WEBBING 20MM G34 Gold	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB37	115 WEBBING 20MM G03 Dk Green	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB38	115 WEBBING 20MM R01 Red	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB39	115 WEBBING 20MM B02 Dk Blue	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB40	115 WEBBING 20MM B16 Burgundy	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB41	115 WEBBING 20MM B17 Black	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB42	115 WEBBING 20MM A02 Aqua	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB43	115 WEBBING 15mm A02 Aqua	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB44	115 WEBBING 15mm G34 Gold	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB45	115 WEBBING 15mm G03 Dk Green	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB46	115 WEBBING 15mm R01 Red	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB47	115 WEBBING 15mm B02 Dk Blue	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB48	115 WEBBING 15mm B16 Burgundy	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB49	115 WEBBING 15mm B17 Black	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB50	115 WEBBING 15mm P13 Purple	B		I	13000												ARNOLD WEBBING		GST	MT	1	0	50					0		N
-WEB51	15MM BLACK WEBBED TAPE	B		I	13000												YKK AUSTRALIA	TP0515W PT D AUS SPL500	GST	MT	1	1	1					0		N
-WEB52	209 webbing 25mm black	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB53	209 webbing 25mm purple	B		I	13000												ARNOLD WEBBING		GST	MT	1	100	50					0		N
-WEB54	1201elastic suit cat collars	B	S	I	13000	41000	51000										BRAIDEX		GST	ea	1	0	50	$100.00	ea	GST		0	1	N
-WOOL01	LASHES 50G COL12 LT BLUE	B	S	I	13000	41000	51115										SPOTLIGHT		GST	ea	1	0	0	$1.95	ea	GST		0	1	N
-WOOL02	LASHES 50G COL14 DK PURPLE	B	S	I	13000	41000	51115										SPOTLIGHT		GST	ea	1	0	0	$1.95	ea	GST		0	1	N
-WOOL03	COUNTRY 8PLY 50GM 2248 THISTLE	B	S	I	13000	41000	51115										SPOTLIGHT		GST	ea	1	0	0	$1.95	ea	GST		0	1	N
-WOOL04	COUNTRY 8PLY 50GM 1548 BLUE	B	S	I	13000	41000	51115										SPOTLIGHT		GST	ea	1	0	0	$1.95	ea	GST		0	1	N
-ZIP01	BULK ZIPPER BLACK	B		I	13000												YKK AUSTRALIA	8111-580	GST	MT	1	0	50					0		N
-ZIP02	ZIP SLIDERS BLACK	B		I	13000												YKK AUSTRALIA	241327-580	GST	MT	1	0	50					0		N
\busparts	BUS PARTS	B	S	I	13000	41000	58000												GST	EA	1	0	0	$0.00		GST		0	1	N
\DISCOUNT	DISCOUNT FOR EARLY PAYMENT		S			55000																		$0.00		GST	X	0	1	N
\DISHONOUR FEE	DISHONOUR FEE		S			11110																		$0.00		GST	X	0	1	N
\DISHONOURED CHEQUE	DISHONOURED CHEQUE		S			11110																		$0.00		GST	X	0	1	N
\MATS	Deluxe mat special	B	S	I	13000	41000	51000												GST	EA	1	0	0	$100.00		GST		0	1	N
\NO STOCK	We apolagise for inconvenience	B	S	I	13000	41000	51000												GST	EA	1	0	0	$0.00		GST		0	1	N
\PARTS	PET PRODUCTS	B	S	I	13000	41000	51000												GST	EA	1	0	0	$0.00		GST		0	1	N
060B	Fineline # 3440744		S	I	13000	41105	51105																0	$63.00	ea	GST		0	1	N
060D	Dog kennel deluxe 60lt		S	I	13000	41105	51105																0	$79.10	ea	GST		0	1	N
060S	Dog kennel standard 60lt		S	I	13000	41105	51105																0	$74.00	ea	GST		0	1	N
200B	Fineline # 3440778		S	I	13000	41105	51105																0	$75.00	ea	GST		0	1	N
200D	Dog kennel deluxe 200lt		S	I	13000	41105	51105																0	$96.36	ea	GST		0	1	N
200S	Dog kennel standard 200lt		S	I	13000	41105	51105																0	$81.81	ea	GST		0	1	N
300D	Dog kennel deluxe 300lt		S	I	13000	41105	51105																0	$180.00	ea	GST		0	1	N
600D	Dog kennel deluxe 600lt		S	I	13000	41105	51105																0	$250.00	ea	GST		0	1	N
900D	Dog kennel deluxe 900lt		S	I	13000	41105	51105																0	$280.00	ea	GST		0	1	N
B199	6" aluminium dog bowl	B	S	I	13000	41125	51125										ADVANCED  METAL SPINNING	6"BOWL	GST	EA	1	20	10	$3.75	EA	GST		0	1	N
B200	7" aluminium dog bowl	B	S	I	13000	41125	51125										ADVANCED  METAL SPINNING	7"BOWL	GST	EA	1	20	10	$4.95	EA	GST		0	1	N
B201	8" aluminium dog bowl	B	S	I	13000	41125	51125										ADVANCED  METAL SPINNING	8"BOWL	GST	EA	1	20	10	$6.00	EA	GST		0	1	N
B202	9" aluminium dog bowl	B	S	I	13000	41125	51125										ADVANCED  METAL SPINNING	9"BOWL	GST	EA	1	20	10	$7.13	EA	GST		0	1	N
B203	10" aluminium dog bowl	B	S	I	13000	41125	51125										ADVANCED  METAL SPINNING	10"BOWL	GST	EA	1	20	10	$8.25	EA	GST		0	1	N
B204	11" aluminium dog bowl	B	S	I	13000	41125	51125										ADVANCED  METAL SPINNING	11"BOWL	GST	EA	1	20	10	$9.75	EA	GST		0	1	N
B209-blu	Double plastic diner blue	B	S	I	13000	41210	51210										BETAWARE PET CARE		GST	ea	1	100	20	$0.83	ea	GST		0	1	N
B209-grn	Double plastic diner green	B	S	I	13000	41210	51210										BETAWARE PET CARE		GST	ea	1	100	20	$0.83	ea	GST		0	1	N
B209-red	Double plastic diner red	B	S	I	13000	41210	51210										BETAWARE PET CARE	PBDD	GST	ea	1	100	20	$0.83	EA	GST		0	1	N
B209-yel	Double plastic diner yellow	B	S	I	13000	41210	51210										BETAWARE PET CARE		GST	ea	1	100	20	$0.83	ea	GST		0	1	N
B210-blu	Small plastic dog bowl blue	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$0.75	ea	GST		0	1	N
B210-grn	Small plastic dog bowl green	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$0.75	ea	GST		0	1	N
B210-red	Small plastic dog bowl red	B	S	I	13000	41125	51125										CLAREMONT GEM	PDGEM	GST	ea	1	50	10	$0.75	ea	GST		0	1	N
B210-yel	Small plastic dog bowl yellow	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$0.75	ea	GST		0	1	N
B213-blu	Large plastic dog bowl blue	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$1.95	ea	GST		0	1	N
B213-grn	Large plastic dog bowl green	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$1.95	ea	GST		0	1	N
B213-red	Large plastic dog bowl red	B	S	I	13000	41125	51125										CLAREMONT GEM	PDOG/G	GST	ea	1	50	10	$1.95	ea	GST		0	1	N
B213-yel	Large plastic dog bowl yellow	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$1.95	ea	GST		0	1	N
B220-blu	Medium plastic dog bowl blue	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$1.43	ea	GST		0	1	N
B220-grn	Medium plastic dog bowl green	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$1.43	ea	GST		0	1	N
B220-red	Medium plastic dog bowl red	B	S	I	13000	41125	51125										CLAREMONT GEM	PDB/M	GST	ea	1	50	10	$1.43	ea	GST		0	1	N
B220-yel	Medium plastic dog bowl yellow	B	S	I	13000	41125	51125										CLAREMONT GEM		GST	ea	1	50	10	$1.43	ea	GST		0	1	N
B221-blu	Cat shaped plastic bowl blue	B	S	I	13000	41210	51210										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.96	ea	GST		0	1	N
B221-red	Cat shaped plastic bowl red	B	S	I	13000	41210	51210										AUSTWIDE WHOLESALERS PTY LTD	PA0012	GST	ea	1	0	0	$2.96	ea	GST		0	1	N
B221-yel	Cat shaped plastic bowl yellow	B	S	I	13000	41210	51210										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.96	ea	GST		0	1	N
B227	Heavy duty small square bowl	B	S	I	13000	41125	51125										MARVENN	M724	GST	ea	1	30	30	$2.55	ea	GST		0	1	N
B230	Heavy duty small cat bowl	B	S	I	13000	41210	51210										MARVENN	M722	GST	ea	1	48	48	$1.65	ea	GST		0	1	N
B231	Heavy duty double diner	B	S	I	13000	41210	51210										MARVENN	M723	GST	ea	1	44	44	$2.48	ea	GST		0	1	N
B232-blu	H/duty litter tray lge blue	B	S	I	13000	41215	51215										BETAWARE PET CARE		GST	ea	1	30	30	$3.30	ea	GST		0	1	N
B232-grn	H/duty litter tray lge green	B	S	I	13000	41215	51215										BETAWARE PET CARE		GST	ea	1	30	30	$3.30	ea	GST		0	1	N
B232-red	H/duty litter tray lge red	B	S	I	13000	41215	51215										BETAWARE PET CARE	KLT	GST	ea	1	30	30	$3.30	ea	GST		0	1	N
B232-yel	H/duty litter tray lge yellow	B	S	I	13000	41215	51215										BETAWARE PET CARE		GST	ea	1	30	30	$3.30	ea	GST		0	1	N
B233	Heavy duty large square bowl	B	S	I	13000	41125	51125										MARVENN	M725	GST	ea	1	20	20	$4.95	ea	GST		0	1	N
B237	Water/food fold up dog bowl	B	S	I	13000	41125	51125										AUSTWIDE WHOLESALERS PTY LTD	PA0055B	GST	ea	1	0	0	$3.50	ea	GST		0	1	N
B240-blu	H/duty litter tray sml blue	B	S	I	13000	41215	51215										MARVENN		GST	ea	1	0	0	$2.90	ea	GST		0	1	N
B240-grn	H/duty litter tray sml green	B	S	I	13000	41215	51215										MARVENN		GST	ea	1	0	0	$2.90	ea	GST		0	1	N
B240-red	H/duty litter tray sml red	B	S	I	13000	41215	51215										MARVENN	M707	GST	ea	1	0	0	$2.90	ea	GST		0	1	N
B240-yel	H/duty litter tray sml yellow	B	S	I	13000	41215	51215										MARVENN		GST	ea	1	0	0	$2.90	ea	GST		0	1	N
B241-blu	Spill proof water bowl blue	B	S	I	13000	41125	51125										MARVENN		GST	ea	1	0	0	$3.50	ea	GST		0	1	N
B241-gld	Spill proof water bowl gold	B	S	I	13000	41125	51125										MARVENN		GST	ea	1	0	0	$3.50	ea	GST		0	1	N
B241-grn	Spill proof water bowl green	B	S	I	13000	41125	51125										MARVENN		GST	ea	1	0	0	$3.50	ea	GST		0	1	N
B241-red	Spill proof water bowl red	B	S	I	13000	41125	51125										MARVENN	M735	GST	ea	1	0	0	$3.50	ea	GST		0	1	N
B242-blu	Cat litter scoop blue	B	S	I	13000	41215	51215										BETAWARE PET CARE		GST	ea	1	0	0	$1.20	ea	GST		0	1	N
B243	H/D pooper scooper pan & scoop	B	S	I	13000	41145	51145										SUPERIOR STEEL PRODUCTS		GST	ea	1	0	0	$13.86	ea	GST		0	1	N
B244-blu	Ant free double diner blue	B	S	I	13000	41210	51210										MARVENN		GST	ea	1	0	0	$2.16	ea	GST		0	1	N
B244-gld	Ant free double diner gold	B	S	I	13000	41210	51210										MARVENN		GST	ea	1	0	0	$2.16	ea	GST		0	1	N
B244-grn	Ant free double diner green	B	S	I	13000	41210	51210										MARVENN		GST	ea	1	0	0	$2.16	ea	GST		0	1	N
B244-red	Ant free double diner red	B	S	I	13000	41210	51210										MARVENN	M729	GST	ea	1	0	0	$2.16	ea	GST		0	1	N
B245-blu	Ant free small bowl blue	B	S	I	13000	41210	51210										MARVENN		GST	ea	1	0	0	$2.14	ea	GST		0	1	N
B245-gld	Ant free small bowl gold	B	S	I	13000	41210	51210										MARVENN		GST	ea	1	0	0	$2.14	ea	GST		0	1	N
B245-grn	Ant free small bowl green	B	S	I	13000	41210	51210										MARVENN		GST	ea	1	0	0	$2.14	ea	GST		0	1	N
B245-red	Ant free small bowl red	B	S	I	13000	41210	51210										MARVENN	M730	GST	ea	1	0	0	$2.14	ea	GST		0	1	N
B260	S/S pet bowl embossed small	B	S	I	13000	41125	51125										PJ GIFTWARE WHOLESALERS	23-7156	GST	ea	1	0	10	$5.95	ea	GST		0	1	N
B261	S/S pet bowl embossed medium	B	S	I	13000	41125	51125										PJ GIFTWARE WHOLESALERS	23-7157	GST	ea	1	0	10	$7.75	ea	GST		0	1	N
B262	S/S pet bowl embossed large	B	S	I	13000	41125	51125										PJ GIFTWARE WHOLESALERS	23-7158	GST	ea	1	0	10	$9.90	ea	GST		0	1	N
B271	Water bowl suit sml carry cage	B	S	I	13000	41125	51125										MARVENN		GST	ea	1	0	0	$3.50	ea	GST		0	1	N
B272	Cage bowls	B	S	I	13000	41125	51125										MARVENN		GST	ea	1	44	44	$2.48	ea	GST		0	1	N
B273-blu	Melamine bowl w/r rim blue	B	S	I	13000	41125	51125										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.50	ea	GST		0	1	N
B273-mti	Melamine bowl w/r rim multi	B	S	I	13000	41125	51125										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$2.50	ea	GST		0	1	N
B273-red	Melamine bowl w/r rim red	B	S	I	13000	41125	51125										AUSTWIDE WHOLESALERS PTY LTD	PA0121	GST	ea	1	0	0	$2.50	ea	GST		0	1	N
B275	Water bowl suit lge carry cage	B	S	I	13000	41125	51125										PUI CHIN		GST	ea	1	0	0	$4.50	ea	GST		0	1	N
B280	Hooded litter tray	B	S	I	13000	41215	51215										MASTERPET (30005)	AH609	GST	ea	1	0	0	$34.85	ea	GST		0	1	N
BACNE1	PET BASKET DELUXE PLUSH SET 6	B	S	I	13000	41115	51115										AUSTWIDE WHOLESALERS PTY LTD	PA1045B	GST	set	1	0	0	$81.20	set	GST		0	1	N
BANK CHARGES	New Item		S			61130																		$0.00		GST		0	1	N
BELBLGE-xxx	Budget bell igloo large	B	S	I	13000	41230	51230												GST	ea	1	0	0	$26.00	ea	GST		0	1	N
BELDLGE-fle	Deluxe bell igloo lge leopard	B	S	I	13000	41230	51230												GST	ea	1	0	0	$42.00	ea	GST		0	1	N
BELDLGE-fpa	Deluxe bell igloo lge panther	B	S	I	13000	41230	51230												GST	ea	1	0	0	$42.00	ea	GST		0	1	N
BELSLGE-pbl	Standard bell igloo lge p/blue	B	S	I	13000	41230	51230												GST	ea	1	0	0	$32.54	ea	GST		0	1	N
BELSLGE-ppu	Standard bell igloo lge p/purp	B	S	I	13000	41230	51230												GST	ea	1	0	0	$32.54	ea	GST		0	1	N
BK01	Holidaying with dogs book	B	S	I	13000	41130	51130										LIFE BE IN IT	HWD7W	GST	ea	1	5	0	$10.60	ea	GST		0	1	N
BK02	Walkies in Victoria book	B	S	I	13000	41130	51130										LIFE BE IN IT	WLK	GST	ea	1	5	0	$10.60	ea	GST		0	1	N
BK03	Holidaying with cats book	B	S	I	13000	41225	51225										LIFE BE IN IT	HWC	GST	ea	1	5	0	$10.06	ea	GST		0	1	N
BLAN01-blu	Fleece blanket 150x120cm blue	B	S	I	13000	41115	51115										AUSTWIDE WHOLESALERS PTY LTD	FU7031	GST	ea	1	0	0	$6.00	ea	GST		0	1	N
BLAN01-pur	Fleece blanket 150x120cm purpl	B	S	I	13000	41115	51115										AUSTWIDE WHOLESALERS PTY LTD	FU7031	GST	ea	1	0	0	$6.00	ea	GST		0	1	N
BLAN01-red	Fleece blanket 150x120cm red	B	S	I	13000	41115	51115										AUSTWIDE WHOLESALERS PTY LTD	FU7031	GST	ea	1	0	0	$6.00	ea	GST		0	1	N
BLAN01-yel	Fleece blanket 150x120cm yello	B	S	I	13000	41115	51115										AUSTWIDE WHOLESALERS PTY LTD	FU7031	GST	ea	1	0	0	$6.00	ea	GST		0	1	N
BRD01	Craft perch w-10cm extension	B	S	I	13000	41305	51305										AUSTWIDE WHOLESALERS PTY LTD	PA2111B	GST	ea	1	0	0	$2.05	ea	GST		0	1	N
BRD02	Craft style hanging bird toy	B	S	I	13000	41305	51305										AUSTWIDE WHOLESALERS PTY LTD	PA2114B	GST	ea	1	0	0	$2.15	ea	GST		0	1	N
BRD03	Twist rope bird perch	B	S	I	13000	41305	51305										AUSTWIDE WHOLESALERS PTY LTD	PA2113B	GST	ea	1	0	0	$2.50	ea	GST		0	1	N
BRD04	Bird swing perch with bell	B	S	I	13000	41305	51305										AUSTWIDE WHOLESALERS PTY LTD	PA2001	GST	ea	1	0	0	$1.85	ea	GST		0	1	N
C001	50ml plastic bottle with cap	B	S	I	13000	41405	51405										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$1.10	ea	GST		0	1	N
C002	125ml plastic bottle with cap	B	S	I	13000	41405	51405										AUSTWIDE WHOLESALERS PTY LTD		GST	ea	1	0	0	$1.15	ea	GST		0	1	N
C010	4 Dram vial with s/cap 200pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	bx	1	0	0	$31.75	bx	GST		0	1	N
C011	6 Dram vial with s/cap 200pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	bx	1	0	0	$39.65	bx	GST		0	1	N
C012	8 Dram vial with s/cap 200pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	bx	1	0	0	$42.56	bx	GST		0	1	N
C013	12 Dram vial with s/cap 100pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	ea	1	0	0	$26.41	ea	GST		0	1	N
C014	16 Dram vial with s/cap 100pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	ea	1	0	0	$29.80	ea	GST		0	1	N
C015	20 Dram vial with s/cap 100pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	bx	1	0	0	$44.37	bx	GST		0	1	N
C016	40 Dram vial with s/cap 50pc	B	S	I	13000	41405	51405										TOOLCRAFT SALES		GST	bx	1	0	0	$29.16	bx	GST		0	1	N
CC01	Small carry cage	B	S	I	13000	41105	51105										BMW MARKETING	00491-8	GST	ea	1	10	0	$36.00	ea	GST		0	1	N
CC02	Large carry cage	B	S	I	13000	41105	51105										DOGTAINERS	PP40	GST	ea	1	3	0	$47.60	ea	GST		0	1	N
CC05	Small wire carry cage	B	S	I	13000	41105	51105										PUI CHIN	PC020	GST	ea	1	10	0	$32.00	ea	GST		0	1	N
CL212	Chain lead 2x120cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD20	GST	ea	1	12	6	$5.33	ea	GST		0	1	N
CL312	Chain lead 3x120cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD21	GST	ea	1	12	6	$6.45	ea	GST		0	1	N
CL412	Chain lead 2x120cm	B	S	I	13000	41110	51110										MAS IMPORTS	PD22	GST	ea	1	12	6	$7.52	ea	GST		0	1	N
CT008	Litter tray liner bags	B	S	I	13000	41215	51215										AUSTWIDE WHOLESALERS PTY LTD	PA0075B	GST	ea	1	0	0	$2.50	ea	GST		0	1	N
CT009	Assorted pack cat toys 12pc	B	S	I	13000	41205	51205										AUSTWIDE WHOLESALERS PTY LTD	PA1023B	GST	ea	1	0	0	$21.00	pk	GST		0	1	N
CT011	Catnip furry mice/card 24pc	B	S	I	13000	41205	51205										MASTERPET (30005)	SC186	GST	Card	1	0	0	$18.00	Card	GST		0	1	N
CT012	Barrel of coloured fur mice 60	B	S	I	13000	41205	51205										MASTERPET (30005)	SC188	GST	Cont	1	0	0	$31.00	Cont	GST		0	1	N
CT013	Colourful rats on card / 12pc	B	S	I	13000	41205	51205										MASTERPET (30005)	QC201	GST	Card	1	0	0	$24.50	Card	GST		0	1	N
CT015	Cat scratch pole w/swing toy	B	S	I	13000	41205	51205										AUSTWIDE WHOLESALERS PTY LTD	PA1081	GST	ea	1	0	0	$10.00	ea	GST		0	1	N
